delay_ms,jitter_ms,loss_pct,run,drifted,outcome,reason,gateway_released,e2e_latency_ms,netem_applied
50,0,0.1,33,0,EXECUTE,published_after_gate_recheck,1,806.8888350389898,1
50,0,0.1,34,0,EXECUTE,published_after_gate_recheck,1,808.5330899339169,1
50,0,0.1,35,0,EXECUTE,published_after_gate_recheck,1,813.7061931192875,1
50,0,0.1,36,0,EXECUTE,published_after_gate_recheck,1,812.7355419564992,1
50,0,0.1,37,0,EXECUTE,published_after_gate_recheck,1,816.8353021610528,1
50,0,0.1,38,0,EXECUTE,published_after_gate_recheck,1,809.8652379121631,1
50,0,0.1,39,0,EXECUTE,published_after_gate_recheck,1,830.1659268327057,1
50,0,1.0,0,1,REVOKE,precondition_failed: line.state == 'RUN',0,405.36990901455283,1
50,0,1.0,1,1,REVOKE,precondition_failed: line.state == 'RUN',0,414.4569141790271,1
50,0,1.0,2,1,REVOKE,precondition_failed: line.state == 'RUN',0,406.0615471098572,1
50,0,1.0,3,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.5261510871351,1
50,0,1.0,4,1,REVOKE,precondition_failed: line.state == 'RUN',0,403.97217799909413,1
50,0,1.0,5,1,REVOKE,precondition_failed: line.state == 'RUN',0,409.9857769906521,1
50,0,1.0,6,1,REVOKE,precondition_failed: line.state == 'RUN',0,409.0398629195988,1
50,0,1.0,7,1,REVOKE,precondition_failed: line.state == 'RUN',0,406.1928018927574,1
50,0,1.0,8,1,REVOKE,precondition_failed: line.state == 'RUN',0,417.94788208790123,1
50,0,1.0,9,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.70185296423733,1
50,0,1.0,10,1,REVOKE,precondition_failed: line.state == 'RUN',0,410.04792391322553,1
50,0,1.0,11,1,REVOKE,precondition_failed: line.state == 'RUN',0,411.9914590846747,1
50,0,1.0,12,1,REVOKE,precondition_failed: line.state == 'RUN',0,411.81930690072477,1
50,0,1.0,13,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.55557897500694,1
50,0,1.0,14,1,REVOKE,precondition_failed: line.state == 'RUN',0,410.6007709633559,1
50,0,1.0,15,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.26896096020937,1
50,0,1.0,16,1,REVOKE,precondition_failed: line.state == 'RUN',0,418.00557007081807,1
50,0,1.0,17,1,REVOKE,precondition_failed: line.state == 'RUN',0,1467.7537910174578,1
50,0,1.0,18,1,REVOKE,precondition_failed: line.state == 'RUN',0,404.4183848891407,1
50,0,1.0,19,1,REVOKE,precondition_failed: line.state == 'RUN',0,404.8355568666011,1
50,0,1.0,20,1,REVOKE,precondition_failed: line.state == 'RUN',0,422.7918579708785,1
50,0,1.0,21,1,REVOKE,precondition_failed: line.state == 'RUN',0,409.17654894292355,1
50,0,1.0,22,1,REVOKE,precondition_failed: line.state == 'RUN',0,414.2344070132822,1
50,0,1.0,23,1,REVOKE,precondition_failed: line.state == 'RUN',0,414.02911208570004,1
50,0,1.0,24,1,REVOKE,precondition_failed: line.state == 'RUN',0,408.2603210117668,1
50,0,1.0,25,1,REVOKE,precondition_failed: line.state == 'RUN',0,406.25366708263755,1
50,0,1.0,26,1,REVOKE,precondition_failed: line.state == 'RUN',0,405.0497990101576,1
50,0,1.0,27,1,REVOKE,precondition_failed: line.state == 'RUN',0,410.1068750023842,1
50,0,1.0,28,1,REVOKE,precondition_failed: line.state == 'RUN',0,412.7331308554858,1
50,0,1.0,29,1,REVOKE,precondition_failed: line.state == 'RUN',0,407.5656181667,1
50,0,1.0,30,0,EXECUTE,published_after_gate_recheck,1,815.0936348829418,1
50,0,1.0,31,0,EXECUTE,published_after_gate_recheck,1,1812.2797750402242,1
50,0,1.0,32,0,EXECUTE,published_after_gate_recheck,1,812.4397171195596,1
50,0,1.0,33,0,EXECUTE,published_after_gate_recheck,1,1850.2205607946962,1
50,0,1.0,34,0,EXECUTE,published_after_gate_recheck,1,825.2773971762508,1
50,0,1.0,35,0,EXECUTE,published_after_gate_recheck,1,1815.4992731288075,1
50,0,1.0,36,0,EXECUTE,published_after_gate_recheck,1,1229.0413540322334,1
50,0,1.0,37,0,EXECUTE,published_after_gate_recheck,1,830.2094379905611,1
50,0,1.0,38,0,EXECUTE,published_after_gate_recheck,1,834.4383810181171,1
50,0,1.0,39,0,EXECUTE,published_after_gate_recheck,1,952.8593849390745,1
