scenario,baseline,run,outcome,reason,gateway_released,stale_executed
SET_SPEED,xair,64,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,65,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,66,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,67,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,68,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,69,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,70,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,71,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,72,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,73,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,74,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,75,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,76,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,77,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,78,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,79,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,80,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,81,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,82,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,83,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,84,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,85,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,86,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,87,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,88,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,89,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,90,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,91,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,92,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,93,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,94,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,95,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,96,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,97,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,98,REVOKE,precondition_failed: line.state == 'RUN',0,0
SET_SPEED,xair,99,REVOKE,precondition_failed: line.state == 'RUN',0,0
